transaction_id,transaction_date,transaction_month,transaction_year,month_name,account_id,customer_id,transaction_type,category,merchant,amount,amount_abs,income_amount,expense_amount,net_amount,payment_method,location,is_recurring,is_unusual,balance_after_transaction,category_budget,category_month_expense,budget_variance,budget_variance_pct,budget_status
TXN0000547,2025-01-24,2025-01-01,2025,January,ACC00129,CUST0103,Income,Salary,Employer Payroll,4609.34,4609.34,4609.34,0.0,4609.34,Bank Transfer,Online,True,False,7325.17,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000548,2025-01-24,2025-01-01,2025,January,ACC00137,CUST0109,Income,Salary,Employer Payroll,4516.53,4516.53,4516.53,0.0,4516.53,Bank Transfer,Online,True,False,10290.94,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000549,2025-01-24,2025-01-01,2025,January,ACC00140,CUST0111,Income,Salary,Employer Payroll,3844.79,3844.79,3844.79,0.0,3844.79,Bank Transfer,Online,True,False,7571.69,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000550,2025-01-24,2025-01-01,2025,January,ACC00141,CUST0112,Income,Salary,Employer Payroll,2595.52,2595.52,2595.52,0.0,2595.52,Bank Transfer,Online,True,False,3661.02,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000551,2025-01-25,2025-01-01,2025,January,ACC00005,CUST0004,Income,Salary,Employer Payroll,3154.86,3154.86,3154.86,0.0,3154.86,Bank Transfer,Online,True,False,5907.82,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000552,2025-01-25,2025-01-01,2025,January,ACC00013,CUST0010,Income,Salary,Employer Payroll,2917.06,2917.06,2917.06,0.0,2917.06,Bank Transfer,Online,True,False,3572.48,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000553,2025-01-25,2025-01-01,2025,January,ACC00023,CUST0019,Income,Salary,Employer Payroll,4680.9,4680.9,4680.9,0.0,4680.9,Bank Transfer,Online,True,False,5113.13,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000554,2025-01-25,2025-01-01,2025,January,ACC00026,CUST0021,Income,Salary,Employer Payroll,2381.61,2381.61,2381.61,0.0,2381.61,Bank Transfer,Online,True,False,7471.87,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000555,2025-01-25,2025-01-01,2025,January,ACC00029,CUST0023,Income,Salary,Employer Payroll,2411.66,2411.66,2411.66,0.0,2411.66,Bank Transfer,Online,True,False,8965.12,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000556,2025-01-25,2025-01-01,2025,January,ACC00041,CUST0033,Income,Salary,Employer Payroll,2379.22,2379.22,2379.22,0.0,2379.22,Bank Transfer,Online,True,False,3979.93,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000557,2025-01-25,2025-01-01,2025,January,ACC00047,CUST0039,Income,Salary,Employer Payroll,2374.61,2374.61,2374.61,0.0,2374.61,Bank Transfer,Online,True,False,8950.48,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000558,2025-01-25,2025-01-01,2025,January,ACC00050,CUST0042,Expense,Shopping,TechCorner,-219.69,219.69,0.0,219.69,-219.69,Debit Card,London,False,False,866.97,7000.0,5131.63,1868.37,0.2669,Within Budget
TXN0000559,2025-01-25,2025-01-01,2025,January,ACC00061,CUST0050,Income,Salary,Employer Payroll,2813.34,2813.34,2813.34,0.0,2813.34,Bank Transfer,Online,True,False,1649.97,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000560,2025-01-25,2025-01-01,2025,January,ACC00068,CUST0056,Transfer,Transfers,Internal Transfer,-598.96,598.96,0.0,0.0,-598.96,Bank Transfer,Online,False,False,6083.03,12000.0,0.0,12000.0,1.0,Within Budget
TXN0000561,2025-01-25,2025-01-01,2025,January,ACC00090,CUST0074,Expense,Transport,MetroTravel,-36.77,36.77,0.0,36.77,-36.77,Mobile Wallet,Glasgow,False,False,6588.79,1600.0,1279.83,320.17,0.2001,Within Budget
TXN0000562,2025-01-25,2025-01-01,2025,January,ACC00091,CUST0075,Income,Salary,Employer Payroll,4697.31,4697.31,4697.31,0.0,4697.31,Bank Transfer,Online,True,False,6249.01,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000563,2025-01-25,2025-01-01,2025,January,ACC00092,CUST0076,Income,Salary,Employer Payroll,4381.47,4381.47,4381.47,0.0,4381.47,Bank Transfer,Online,True,False,6900.36,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000564,2025-01-25,2025-01-01,2025,January,ACC00103,CUST0084,Income,Salary,Employer Payroll,3957.05,3957.05,3957.05,0.0,3957.05,Bank Transfer,Online,True,False,7923.12,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000565,2025-01-25,2025-01-01,2025,January,ACC00107,CUST0087,Expense,Transport,RideLoop,-27.67,27.67,0.0,27.67,-27.67,Debit Card,Manchester,False,False,6195.7,1600.0,1279.83,320.17,0.2001,Within Budget
TXN0000566,2025-01-25,2025-01-01,2025,January,ACC00113,CUST0092,Income,Salary,Employer Payroll,2584.12,2584.12,2584.12,0.0,2584.12,Bank Transfer,Online,True,False,7428.84,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000567,2025-01-25,2025-01-01,2025,January,ACC00122,CUST0099,Income,Salary,Employer Payroll,3039.69,3039.69,3039.69,0.0,3039.69,Bank Transfer,Online,True,False,2514.11,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000568,2025-01-25,2025-01-01,2025,January,ACC00123,CUST0099,Income,Salary,Employer Payroll,2386.78,2386.78,2386.78,0.0,2386.78,Bank Transfer,Online,True,False,2289.17,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000569,2025-01-25,2025-01-01,2025,January,ACC00125,CUST0100,Income,Salary,Employer Payroll,4413.24,4413.24,4413.24,0.0,4413.24,Bank Transfer,Online,True,False,10404.62,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000570,2025-01-25,2025-01-01,2025,January,ACC00126,CUST0101,Income,Salary,Employer Payroll,4623.39,4623.39,4623.39,0.0,4623.39,Bank Transfer,Online,True,False,9195.12,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000571,2025-01-25,2025-01-01,2025,January,ACC00128,CUST0103,Income,Salary,Employer Payroll,3807.95,3807.95,3807.95,0.0,3807.95,Bank Transfer,Online,True,False,5206.52,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000572,2025-01-25,2025-01-01,2025,January,ACC00130,CUST0104,Income,Salary,Employer Payroll,4003.55,4003.55,4003.55,0.0,4003.55,Bank Transfer,Online,True,False,8087.6,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000573,2025-01-25,2025-01-01,2025,January,ACC00134,CUST0107,Income,Salary,Employer Payroll,3845.09,3845.09,3845.09,0.0,3845.09,Bank Transfer,Online,True,False,11333.68,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000574,2025-01-25,2025-01-01,2025,January,ACC00142,CUST0113,Expense,Entertainment,GameHub,-62.33,62.33,0.0,62.33,-62.33,Debit Card,Online,False,False,2287.49,900.0,863.59,36.41,0.0405,Within Budget
TXN0000575,2025-01-25,2025-01-01,2025,January,ACC00149,CUST0120,Expense,Groceries,FreshMart,-43.69,43.69,0.0,43.69,-43.69,Debit Card,Liverpool,False,True,5771.7,2100.0,2476.99,-376.99,-0.1795,Over Budget
TXN0000576,2025-01-25,2025-01-01,2025,January,ACC00149,CUST0120,Expense,Groceries,FreshMart,-43.69,43.69,0.0,43.69,-43.69,Debit Card,Online,False,True,5728.01,2100.0,2476.99,-376.99,-0.1795,Over Budget
TXN0000577,2025-01-26,2025-01-01,2025,January,ACC00005,CUST0004,Transfer,Savings,FutureFund,-470.56,470.56,0.0,0.0,-470.56,Standing Order,Online,True,False,5437.26,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000578,2025-01-26,2025-01-01,2025,January,ACC00008,CUST0007,Transfer,Savings,FutureFund,-284.81,284.81,0.0,0.0,-284.81,Standing Order,Online,True,False,9936.24,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000579,2025-01-26,2025-01-01,2025,January,ACC00009,CUST0007,Transfer,Savings,FutureFund,-551.72,551.72,0.0,0.0,-551.72,Standing Order,Online,True,False,5147.42,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000580,2025-01-26,2025-01-01,2025,January,ACC00011,CUST0009,Income,Salary,Employer Payroll,2721.54,2721.54,2721.54,0.0,2721.54,Bank Transfer,Online,True,False,9680.14,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000581,2025-01-26,2025-01-01,2025,January,ACC00014,CUST0011,Transfer,Savings,FutureFund,-426.26,426.26,0.0,0.0,-426.26,Standing Order,Online,True,False,4182.04,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000582,2025-01-26,2025-01-01,2025,January,ACC00022,CUST0018,Expense,Healthcare,PharmaCare,-296.53,296.53,0.0,296.53,-296.53,Debit Card,Bristol,False,False,1499.7,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000583,2025-01-26,2025-01-01,2025,January,ACC00023,CUST0019,Transfer,Savings,FutureFund,-249.84,249.84,0.0,0.0,-249.84,Standing Order,Online,True,False,4863.29,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000584,2025-01-26,2025-01-01,2025,January,ACC00024,CUST0019,Transfer,Savings,FutureFund,-454.99,454.99,0.0,0.0,-454.99,Standing Order,Online,True,False,10053.51,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000585,2025-01-26,2025-01-01,2025,January,ACC00025,CUST0020,Transfer,Savings,FutureFund,-533.44,533.44,0.0,0.0,-533.44,Standing Order,Online,True,False,3366.78,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000586,2025-01-26,2025-01-01,2025,January,ACC00032,CUST0026,Income,Salary,Employer Payroll,3377.26,3377.26,3377.26,0.0,3377.26,Bank Transfer,Online,True,False,4376.86,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000587,2025-01-26,2025-01-01,2025,January,ACC00033,CUST0027,Transfer,Savings,FutureFund,-472.62,472.62,0.0,0.0,-472.62,Standing Order,Online,True,False,630.58,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000588,2025-01-26,2025-01-01,2025,January,ACC00034,CUST0028,Income,Salary,Employer Payroll,3443.89,3443.89,3443.89,0.0,3443.89,Bank Transfer,Online,True,False,4848.36,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000589,2025-01-26,2025-01-01,2025,January,ACC00035,CUST0028,Income,Salary,Employer Payroll,3975.36,3975.36,3975.36,0.0,3975.36,Bank Transfer,Online,True,False,6950.99,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000590,2025-01-26,2025-01-01,2025,January,ACC00036,CUST0029,Income,Salary,Employer Payroll,3246.57,3246.57,3246.57,0.0,3246.57,Bank Transfer,Online,True,False,9139.58,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000591,2025-01-26,2025-01-01,2025,January,ACC00039,CUST0031,Income,Salary,Employer Payroll,2905.42,2905.42,2905.42,0.0,2905.42,Bank Transfer,Online,True,False,2736.21,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000592,2025-01-26,2025-01-01,2025,January,ACC00041,CUST0033,Transfer,Savings,FutureFund,-788.75,788.75,0.0,0.0,-788.75,Standing Order,Online,True,False,3191.18,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000593,2025-01-26,2025-01-01,2025,January,ACC00044,CUST0036,Income,Salary,Employer Payroll,2218.06,2218.06,2218.06,0.0,2218.06,Bank Transfer,Online,True,False,3177.35,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000594,2025-01-26,2025-01-01,2025,January,ACC00045,CUST0037,Income,Salary,Employer Payroll,2616.24,2616.24,2616.24,0.0,2616.24,Bank Transfer,Online,True,False,9096.97,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000595,2025-01-26,2025-01-01,2025,January,ACC00050,CUST0042,Income,Salary,Employer Payroll,3930.78,3930.78,3930.78,0.0,3930.78,Bank Transfer,Online,True,False,4797.75,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000596,2025-01-26,2025-01-01,2025,January,ACC00051,CUST0043,Transfer,Savings,FutureFund,-356.45,356.45,0.0,0.0,-356.45,Standing Order,Online,True,False,5947.79,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000597,2025-01-26,2025-01-01,2025,January,ACC00052,CUST0043,Income,Salary,Employer Payroll,2328.09,2328.09,2328.09,0.0,2328.09,Bank Transfer,Online,True,False,8010.42,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000598,2025-01-26,2025-01-01,2025,January,ACC00053,CUST0044,Income,Salary,Employer Payroll,3031.39,3031.39,3031.39,0.0,3031.39,Bank Transfer,Online,True,False,5940.91,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000599,2025-01-26,2025-01-01,2025,January,ACC00053,CUST0044,Transfer,Savings,FutureFund,-301.27,301.27,0.0,0.0,-301.27,Standing Order,Online,True,False,5639.64,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000600,2025-01-26,2025-01-01,2025,January,ACC00055,CUST0046,Transfer,Savings,FutureFund,-293.04,293.04,0.0,0.0,-293.04,Standing Order,Online,True,False,1753.46,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000601,2025-01-26,2025-01-01,2025,January,ACC00056,CUST0046,Income,Salary,Employer Payroll,2840.08,2840.08,2840.08,0.0,2840.08,Bank Transfer,Online,True,False,2761.13,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000602,2025-01-26,2025-01-01,2025,January,ACC00064,CUST0052,Transfer,Savings,FutureFund,-631.33,631.33,0.0,0.0,-631.33,Standing Order,Online,True,False,2417.58,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000603,2025-01-26,2025-01-01,2025,January,ACC00065,CUST0053,Income,Salary,Employer Payroll,2921.94,2921.94,2921.94,0.0,2921.94,Bank Transfer,Online,True,False,7519.94,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000604,2025-01-26,2025-01-01,2025,January,ACC00068,CUST0056,Income,Salary,Employer Payroll,4094.29,4094.29,4094.29,0.0,4094.29,Bank Transfer,Online,True,False,10177.32,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000605,2025-01-26,2025-01-01,2025,January,ACC00071,CUST0059,Income,Salary,Employer Payroll,4260.15,4260.15,4260.15,0.0,4260.15,Bank Transfer,Online,True,False,9815.31,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000606,2025-01-26,2025-01-01,2025,January,ACC00074,CUST0061,Income,Salary,Employer Payroll,2992.44,2992.44,2992.44,0.0,2992.44,Bank Transfer,Online,True,False,4807.0,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000607,2025-01-26,2025-01-01,2025,January,ACC00076,CUST0063,Income,Salary,Employer Payroll,2992.06,2992.06,2992.06,0.0,2992.06,Bank Transfer,Online,True,False,5956.01,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000608,2025-01-26,2025-01-01,2025,January,ACC00078,CUST0065,Income,Salary,Employer Payroll,3094.22,3094.22,3094.22,0.0,3094.22,Bank Transfer,Online,True,False,1829.7,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000609,2025-01-26,2025-01-01,2025,January,ACC00079,CUST0065,Income,Salary,Employer Payroll,4807.6,4807.6,4807.6,0.0,4807.6,Bank Transfer,Online,True,False,8809.59,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000610,2025-01-26,2025-01-01,2025,January,ACC00083,CUST0069,Income,Salary,Employer Payroll,4126.06,4126.06,4126.06,0.0,4126.06,Bank Transfer,Online,True,False,5986.38,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000611,2025-01-26,2025-01-01,2025,January,ACC00085,CUST0070,Transfer,Savings,FutureFund,-480.15,480.15,0.0,0.0,-480.15,Standing Order,Online,True,False,723.15,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000612,2025-01-26,2025-01-01,2025,January,ACC00086,CUST0071,Income,Salary,Employer Payroll,4306.29,4306.29,4306.29,0.0,4306.29,Bank Transfer,Online,True,False,4270.04,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000613,2025-01-26,2025-01-01,2025,January,ACC00090,CUST0074,Income,Salary,Employer Payroll,2455.45,2455.45,2455.45,0.0,2455.45,Bank Transfer,Online,True,False,9044.24,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000614,2025-01-26,2025-01-01,2025,January,ACC00093,CUST0076,Income,Salary,Employer Payroll,3700.45,3700.45,3700.45,0.0,3700.45,Bank Transfer,Online,True,False,3084.01,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000615,2025-01-26,2025-01-01,2025,January,ACC00095,CUST0077,Transfer,Savings,FutureFund,-677.8,677.8,0.0,0.0,-677.8,Standing Order,Online,True,False,5463.87,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000616,2025-01-26,2025-01-01,2025,January,ACC00103,CUST0084,Transfer,Savings,FutureFund,-293.11,293.11,0.0,0.0,-293.11,Standing Order,Online,True,False,7630.01,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000617,2025-01-26,2025-01-01,2025,January,ACC00106,CUST0086,Income,Salary,Employer Payroll,4655.35,4655.35,4655.35,0.0,4655.35,Bank Transfer,Online,True,False,12829.73,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000618,2025-01-26,2025-01-01,2025,January,ACC00109,CUST0088,Income,Salary,Employer Payroll,3756.28,3756.28,3756.28,0.0,3756.28,Bank Transfer,Online,True,False,10894.72,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000619,2025-01-26,2025-01-01,2025,January,ACC00115,CUST0094,Income,Salary,Employer Payroll,4492.42,4492.42,4492.42,0.0,4492.42,Bank Transfer,Online,True,False,11248.5,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000620,2025-01-26,2025-01-01,2025,January,ACC00117,CUST0095,Expense,Travel,StayEasy Hotels,-295.84,295.84,0.0,295.84,-295.84,Debit Card,Online,False,False,5034.67,5500.0,1093.33,4406.67,0.8012,Within Budget
TXN0000621,2025-01-26,2025-01-01,2025,January,ACC00119,CUST0096,Income,Salary,Employer Payroll,3302.63,3302.63,3302.63,0.0,3302.63,Bank Transfer,Online,True,False,4098.88,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000622,2025-01-26,2025-01-01,2025,January,ACC00120,CUST0097,Transfer,Savings,FutureFund,-199.62,199.62,0.0,0.0,-199.62,Standing Order,Online,True,False,1537.15,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000623,2025-01-26,2025-01-01,2025,January,ACC00121,CUST0098,Income,Salary,Employer Payroll,2664.72,2664.72,2664.72,0.0,2664.72,Bank Transfer,Online,True,False,2782.15,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000624,2025-01-26,2025-01-01,2025,January,ACC00124,CUST0100,Transfer,Savings,FutureFund,-775.9,775.9,0.0,0.0,-775.9,Standing Order,Online,True,False,7383.74,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000625,2025-01-26,2025-01-01,2025,January,ACC00126,CUST0101,Transfer,Savings,FutureFund,-338.04,338.04,0.0,0.0,-338.04,Standing Order,Online,True,False,8857.08,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000626,2025-01-26,2025-01-01,2025,January,ACC00138,CUST0110,Expense,Groceries,FreshMart,-64.42,64.42,0.0,64.42,-64.42,Mobile Wallet,London,False,False,3487.4,2100.0,2476.99,-376.99,-0.1795,Over Budget
TXN0000627,2025-01-26,2025-01-01,2025,January,ACC00145,CUST0116,Income,Salary,Employer Payroll,4054.96,4054.96,4054.96,0.0,4054.96,Bank Transfer,Online,True,False,7002.32,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000628,2025-01-26,2025-01-01,2025,January,ACC00146,CUST0117,Income,Salary,Employer Payroll,3583.26,3583.26,3583.26,0.0,3583.26,Bank Transfer,Online,True,False,6896.85,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000629,2025-01-26,2025-01-01,2025,January,ACC00149,CUST0120,Income,Salary,Employer Payroll,3093.88,3093.88,3093.88,0.0,3093.88,Bank Transfer,Online,True,False,8821.89,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000630,2025-01-27,2025-01-01,2025,January,ACC00003,CUST0003,Income,Salary,Employer Payroll,3034.42,3034.42,3034.42,0.0,3034.42,Bank Transfer,Online,True,False,9723.61,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000631,2025-01-27,2025-01-01,2025,January,ACC00004,CUST0004,Expense,Dining,CafeSquare,-73.27,73.27,0.0,73.27,-73.27,Mobile Wallet,Cardiff,False,False,3278.33,1800.0,1630.61,169.39,0.0941,Within Budget
TXN0000632,2025-01-27,2025-01-01,2025,January,ACC00011,CUST0009,Transfer,Savings,FutureFund,-748.64,748.64,0.0,0.0,-748.64,Standing Order,Online,True,False,8931.5,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000633,2025-01-27,2025-01-01,2025,January,ACC00014,CUST0011,Income,Salary,Employer Payroll,3467.04,3467.04,3467.04,0.0,3467.04,Bank Transfer,Online,True,False,7649.08,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000634,2025-01-27,2025-01-01,2025,January,ACC00017,CUST0014,Transfer,Savings,FutureFund,-870.4,870.4,0.0,0.0,-870.4,Standing Order,Online,True,False,3485.16,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000635,2025-01-27,2025-01-01,2025,January,ACC00020,CUST0016,Expense,Transport,MetroTravel,-77.71,77.71,0.0,77.71,-77.71,Debit Card,Bristol,False,False,1484.3,1600.0,1279.83,320.17,0.2001,Within Budget
TXN0000636,2025-01-27,2025-01-01,2025,January,ACC00022,CUST0018,Transfer,Savings,FutureFund,-258.81,258.81,0.0,0.0,-258.81,Standing Order,Online,True,False,1240.89,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000637,2025-01-27,2025-01-01,2025,January,ACC00025,CUST0020,Income,Salary,Employer Payroll,3610.84,3610.84,3610.84,0.0,3610.84,Bank Transfer,Online,True,False,6977.62,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000638,2025-01-27,2025-01-01,2025,January,ACC00027,CUST0022,Income,Salary,Employer Payroll,3206.12,3206.12,3206.12,0.0,3206.12,Bank Transfer,Online,True,False,3935.14,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000639,2025-01-27,2025-01-01,2025,January,ACC00028,CUST0022,Income,Salary,Employer Payroll,2591.86,2591.86,2591.86,0.0,2591.86,Bank Transfer,Online,True,False,7226.57,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000640,2025-01-27,2025-01-01,2025,January,ACC00031,CUST0025,Income,Salary,Employer Payroll,3000.34,3000.34,3000.34,0.0,3000.34,Bank Transfer,Online,True,False,2631.8,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000641,2025-01-27,2025-01-01,2025,January,ACC00033,CUST0027,Income,Salary,Employer Payroll,4445.2,4445.2,4445.2,0.0,4445.2,Bank Transfer,Online,True,False,5075.78,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000642,2025-01-27,2025-01-01,2025,January,ACC00035,CUST0028,Transfer,Savings,FutureFund,-229.82,229.82,0.0,0.0,-229.82,Standing Order,Online,True,False,6721.17,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000643,2025-01-27,2025-01-01,2025,January,ACC00044,CUST0036,Transfer,Savings,FutureFund,-720.29,720.29,0.0,0.0,-720.29,Standing Order,Online,True,False,2457.06,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000644,2025-01-27,2025-01-01,2025,January,ACC00045,CUST0037,Transfer,Savings,FutureFund,-590.58,590.58,0.0,0.0,-590.58,Standing Order,Online,True,False,8506.39,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000645,2025-01-27,2025-01-01,2025,January,ACC00050,CUST0042,Transfer,Savings,FutureFund,-606.17,606.17,0.0,0.0,-606.17,Standing Order,Online,True,False,4191.58,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000646,2025-01-27,2025-01-01,2025,January,ACC00052,CUST0043,Transfer,Savings,FutureFund,-612.01,612.01,0.0,0.0,-612.01,Standing Order,Online,True,False,7398.41,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000647,2025-01-27,2025-01-01,2025,January,ACC00055,CUST0046,Income,Salary,Employer Payroll,2912.38,2912.38,2912.38,0.0,2912.38,Bank Transfer,Online,True,False,4665.84,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000648,2025-01-27,2025-01-01,2025,January,ACC00056,CUST0046,Transfer,Savings,FutureFund,-779.22,779.22,0.0,0.0,-779.22,Standing Order,Online,True,False,1981.91,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000649,2025-01-27,2025-01-01,2025,January,ACC00058,CUST0048,Income,Salary,Employer Payroll,4533.89,4533.89,4533.89,0.0,4533.89,Bank Transfer,Online,True,False,7993.46,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000650,2025-01-27,2025-01-01,2025,January,ACC00062,CUST0051,Transfer,Savings,FutureFund,-881.07,881.07,0.0,0.0,-881.07,Standing Order,Online,True,False,4070.45,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000651,2025-01-27,2025-01-01,2025,January,ACC00066,CUST0054,Transfer,Savings,FutureFund,-643.81,643.81,0.0,0.0,-643.81,Standing Order,Online,True,False,857.41,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000652,2025-01-27,2025-01-01,2025,January,ACC00072,CUST0060,Transfer,Savings,FutureFund,-593.12,593.12,0.0,0.0,-593.12,Standing Order,Online,True,False,5650.34,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000653,2025-01-27,2025-01-01,2025,January,ACC00077,CUST0064,Income,Salary,Employer Payroll,4239.0,4239.0,4239.0,0.0,4239.0,Bank Transfer,Online,True,False,6880.54,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000654,2025-01-27,2025-01-01,2025,January,ACC00082,CUST0068,Income,Salary,Employer Payroll,2830.28,2830.28,2830.28,0.0,2830.28,Bank Transfer,Online,True,False,4682.72,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000655,2025-01-27,2025-01-01,2025,January,ACC00084,CUST0070,Expense,Shopping,ShopHub,-94.19,94.19,0.0,94.19,-94.19,Mobile Wallet,Manchester,False,False,10292.41,7000.0,5131.63,1868.37,0.2669,Within Budget
TXN0000656,2025-01-27,2025-01-01,2025,January,ACC00087,CUST0072,Transfer,Savings,FutureFund,-478.5,478.5,0.0,0.0,-478.5,Standing Order,Online,True,False,1397.65,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000657,2025-01-27,2025-01-01,2025,January,ACC00088,CUST0073,Transfer,Savings,FutureFund,-951.83,951.83,0.0,0.0,-951.83,Standing Order,Online,True,False,6758.12,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000658,2025-01-27,2025-01-01,2025,January,ACC00090,CUST0074,Transfer,Savings,FutureFund,-203.3,203.3,0.0,0.0,-203.3,Standing Order,Online,True,False,8840.94,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000659,2025-01-27,2025-01-01,2025,January,ACC00094,CUST0077,Income,Salary,Employer Payroll,2326.57,2326.57,2326.57,0.0,2326.57,Bank Transfer,Online,True,False,6181.71,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000660,2025-01-27,2025-01-01,2025,January,ACC00094,CUST0077,Transfer,Savings,FutureFund,-762.33,762.33,0.0,0.0,-762.33,Standing Order,Online,True,False,5419.38,52000.0,0.0,52000.0,1.0,Within Budget
TXN0000661,2025-01-27,2025-01-01,2025,January,ACC00100,CUST0081,Income,Salary,Employer Payroll,4407.12,4407.12,4407.12,0.0,4407.12,Bank Transfer,Online,True,False,9120.32,0.0,0.0,0.0,0.0,Not Budgeted
