transaction_id,transaction_date,account_id,customer_id,transaction_type,category,merchant,amount,payment_method,location,is_recurring,is_unusual,balance_after_transaction
TXN0002111,2025-03-26,ACC00105,CUST0085,Transfer,Savings,FutureFund,-183.04,Standing Order,Online,True,False,3180.62
TXN0002112,2025-03-26,ACC00107,CUST0087,Income,Salary,Employer Payroll,3474.73,Bank Transfer,Online,True,False,14419.19
TXN0002113,2025-03-26,ACC00109,CUST0088,Transfer,Savings,FutureFund,-631.75,Standing Order,Online,True,False,15157.86
TXN0002114,2025-03-26,ACC00110,CUST0089,Income,Salary,Employer Payroll,2607.66,Bank Transfer,Online,True,False,10311.84
TXN0002115,2025-03-26,ACC00110,CUST0089,Transfer,Savings,FutureFund,-751.13,Standing Order,Online,True,False,9560.71
TXN0002116,2025-03-26,ACC00113,CUST0092,Income,Salary,Employer Payroll,2595.01,Bank Transfer,Online,True,False,8315.44
TXN0002117,2025-03-26,ACC00117,CUST0095,Income,Salary,Employer Payroll,2544.75,Bank Transfer,Online,True,False,12160.9
TXN0002118,2025-03-26,ACC00120,CUST0097,Transfer,Savings,FutureFund,-207.39,Standing Order,Online,True,False,878.68
TXN0002119,2025-03-26,ACC00124,CUST0100,Transfer,Savings,FutureFund,-741.62,Standing Order,Online,True,False,10639.17
TXN0002120,2025-03-26,ACC00125,CUST0100,Transfer,Savings,FutureFund,-478.97,Standing Order,Online,True,False,12826.85
TXN0002121,2025-03-26,ACC00127,CUST0102,Income,Salary,Employer Payroll,2835.26,Bank Transfer,Online,True,False,11768.33
TXN0002122,2025-03-26,ACC00128,CUST0103,Income,Salary,Employer Payroll,3666.8,Bank Transfer,Online,True,False,11250.58
TXN0002123,2025-03-26,ACC00130,CUST0104,Transfer,Savings,FutureFund,-427.73,Standing Order,Online,True,False,10785.15
TXN0002124,2025-03-26,ACC00134,CUST0107,Income,Salary,Employer Payroll,3964.27,Bank Transfer,Online,True,False,18349.76
TXN0002125,2025-03-26,ACC00141,CUST0112,Income,Salary,Employer Payroll,2608.11,Bank Transfer,Online,True,False,5589.52
TXN0002126,2025-03-26,ACC00143,CUST0114,Income,Salary,Employer Payroll,4061.95,Bank Transfer,Online,True,False,15855.57
TXN0002127,2025-03-26,ACC00145,CUST0116,Income,Salary,Employer Payroll,3912.31,Bank Transfer,Online,True,False,14171.05
TXN0002128,2025-03-26,ACC00148,CUST0119,Income,Salary,Employer Payroll,4234.71,Bank Transfer,Online,True,False,13554.8
TXN0002129,2025-03-26,ACC00149,CUST0120,Income,Salary,Employer Payroll,3132.2,Bank Transfer,Online,True,False,15080.96
TXN0002130,2025-03-27,ACC00001,CUST0001,Income,Salary,Employer Payroll,2451.66,Bank Transfer,Online,True,False,13004.5
TXN0002131,2025-03-27,ACC00004,CUST0004,Transfer,Savings,FutureFund,-338.34,Standing Order,Online,True,False,108.38
TXN0002132,2025-03-27,ACC00005,CUST0004,Transfer,Savings,FutureFund,-562.67,Standing Order,Online,True,False,8817.36
TXN0002133,2025-03-27,ACC00007,CUST0006,Income,Salary,Employer Payroll,3383.53,Bank Transfer,Online,True,False,8342.82
TXN0002134,2025-03-27,ACC00016,CUST0013,Income,Salary,Employer Payroll,3096.1,Bank Transfer,Online,True,False,10950.5
TXN0002135,2025-03-27,ACC00018,CUST0014,Transfer,Savings,FutureFund,-843.64,Standing Order,Online,True,False,-4564.13
TXN0002136,2025-03-27,ACC00025,CUST0020,Transfer,Savings,FutureFund,-493.41,Standing Order,Online,True,False,8385.69
TXN0002137,2025-03-27,ACC00026,CUST0021,Transfer,Savings,FutureFund,-815.78,Standing Order,Online,True,False,7585.39
TXN0002138,2025-03-27,ACC00027,CUST0022,Income,Salary,Employer Payroll,3120.8,Bank Transfer,Online,True,False,8421.69
TXN0002139,2025-03-27,ACC00029,CUST0023,Transfer,Savings,FutureFund,-686.87,Standing Order,Online,True,False,8470.67
TXN0002140,2025-03-27,ACC00032,CUST0026,Income,Salary,Employer Payroll,3355.8,Bank Transfer,Online,True,False,6929.54
TXN0002141,2025-03-27,ACC00032,CUST0026,Expense,Groceries,FreshMart,-105.56,Debit Card,Birmingham,False,False,6823.98
TXN0002142,2025-03-27,ACC00034,CUST0028,Refund,Refunds,Travel Refund,191.8,Debit Card,Birmingham,False,False,9199.16
TXN0002143,2025-03-27,ACC00041,CUST0033,Income,Salary,Employer Payroll,2446.01,Bank Transfer,Online,True,False,5961.91
TXN0002144,2025-03-27,ACC00042,CUST0034,Expense,Groceries,GreenGrocer,-67.44,Debit Card,Cardiff,False,False,13445.68
TXN0002145,2025-03-27,ACC00045,CUST0037,Transfer,Savings,FutureFund,-594.35,Standing Order,Online,True,False,8769.35
TXN0002146,2025-03-27,ACC00047,CUST0039,Income,Salary,Employer Payroll,2293.07,Bank Transfer,Online,True,False,12736.69
TXN0002147,2025-03-27,ACC00050,CUST0042,Transfer,Savings,FutureFund,-554.39,Standing Order,Online,True,False,7020.12
TXN0002148,2025-03-27,ACC00051,CUST0043,Transfer,Savings,FutureFund,-358.76,Standing Order,Online,True,False,12016.75
TXN0002149,2025-03-27,ACC00052,CUST0043,Income,Salary,Employer Payroll,2286.72,Bank Transfer,Online,True,False,8432.2
TXN0002150,2025-03-27,ACC00054,CUST0045,Transfer,Savings,FutureFund,-352.27,Standing Order,Online,True,False,-2514.51
TXN0002151,2025-03-27,ACC00056,CUST0046,Transfer,Savings,FutureFund,-817.76,Standing Order,Online,True,False,4018.87
TXN0002152,2025-03-27,ACC00064,CUST0052,Income,Salary,Employer Payroll,2714.21,Bank Transfer,Online,True,False,7076.23
TXN0002153,2025-03-27,ACC00064,CUST0052,Transfer,Savings,FutureFund,-663.11,Standing Order,Online,True,False,6413.12
TXN0002154,2025-03-27,ACC00065,CUST0053,Income,Salary,Employer Payroll,2986.06,Bank Transfer,Online,True,False,11656.85
TXN0002155,2025-03-27,ACC00068,CUST0056,Income,Salary,Employer Payroll,4181.15,Bank Transfer,Online,True,False,15247.33
TXN0002156,2025-03-27,ACC00071,CUST0059,Income,Salary,Employer Payroll,4046.19,Bank Transfer,Online,True,False,14792.03
TXN0002157,2025-03-27,ACC00073,CUST0060,Income,Salary,Employer Payroll,4186.03,Bank Transfer,Online,True,False,11129.5
TXN0002158,2025-03-27,ACC00075,CUST0062,Transfer,Savings,FutureFund,-455.22,Standing Order,Online,True,False,557.83
TXN0002159,2025-03-27,ACC00080,CUST0066,Expense,Travel,StayEasy Hotels,-285.27,Debit Card,Liverpool,False,False,6337.21
TXN0002160,2025-03-27,ACC00087,CUST0072,Transfer,Savings,FutureFund,-479.87,Standing Order,Online,True,False,13497.72
TXN0002161,2025-03-27,ACC00090,CUST0074,Expense,Entertainment,GameHub,-44.98,Mobile Wallet,Glasgow,False,False,12752.77
TXN0002162,2025-03-27,ACC00091,CUST0075,Income,Salary,Employer Payroll,4448.67,Bank Transfer,Online,True,False,13117.5
TXN0002163,2025-03-27,ACC00092,CUST0076,Transfer,Savings,FutureFund,-743.29,Standing Order,Online,True,False,13382.81
TXN0002164,2025-03-27,ACC00094,CUST0077,Income,Salary,Employer Payroll,2495.41,Bank Transfer,Online,True,False,6629.7
TXN0002165,2025-03-27,ACC00095,CUST0077,Transfer,Savings,FutureFund,-649.03,Standing Order,Online,True,False,3177.05
TXN0002166,2025-03-27,ACC00097,CUST0079,Income,Salary,Employer Payroll,4502.66,Bank Transfer,Online,True,False,15396.4
TXN0002167,2025-03-27,ACC00098,CUST0080,Expense,Healthcare,HealthFirst,-114.17,Debit Card,Cardiff,False,False,8573.68
TXN0002168,2025-03-27,ACC00102,CUST0083,Transfer,Savings,FutureFund,-531.46,Standing Order,Online,True,False,6160.81
TXN0002169,2025-03-27,ACC00113,CUST0092,Transfer,Savings,FutureFund,-883.96,Standing Order,Online,True,False,7431.48
TXN0002170,2025-03-27,ACC00115,CUST0094,Transfer,Savings,FutureFund,-331.22,Standing Order,Online,True,False,18764.52
TXN0002171,2025-03-27,ACC00118,CUST0096,Transfer,Savings,FutureFund,-551.77,Standing Order,Online,True,False,4952.73
TXN0002172,2025-03-27,ACC00119,CUST0096,Income,Salary,Employer Payroll,3306.66,Bank Transfer,Online,True,False,6064.81
TXN0002173,2025-03-27,ACC00123,CUST0099,Transfer,Savings,FutureFund,-347.83,Standing Order,Online,True,False,1042.26
TXN0002174,2025-03-27,ACC00125,CUST0100,Income,Salary,Employer Payroll,4567.91,Bank Transfer,Online,True,False,17394.76
TXN0002175,2025-03-27,ACC00126,CUST0101,Transfer,Savings,FutureFund,-313.47,Standing Order,Online,True,False,12462.3
TXN0002176,2025-03-27,ACC00132,CUST0106,Income,Salary,Employer Payroll,4182.25,Bank Transfer,Online,True,False,18579.79
TXN0002177,2025-03-27,ACC00133,CUST0106,Income,Salary,Employer Payroll,4541.38,Bank Transfer,Online,True,False,13415.37
TXN0002178,2025-03-27,ACC00140,CUST0111,Transfer,Savings,FutureFund,-597.98,Standing Order,Online,True,False,8444.33
TXN0002179,2025-03-27,ACC00142,CUST0113,Income,Salary,Employer Payroll,3649.88,Bank Transfer,Online,True,False,9534.12
TXN0002180,2025-03-27,ACC00144,CUST0115,Transfer,Savings,FutureFund,-195.96,Standing Order,Online,True,False,2900.09
TXN0002181,2025-03-28,ACC00001,CUST0001,Transfer,Savings,FutureFund,-779.5,Standing Order,Online,True,False,12225.0
TXN0002182,2025-03-28,ACC00008,CUST0007,Transfer,Savings,FutureFund,-271.05,Standing Order,Online,True,False,14498.39
TXN0002183,2025-03-28,ACC00010,CUST0008,Income,Salary,Employer Payroll,3127.8,Bank Transfer,Online,True,False,8208.9
TXN0002184,2025-03-28,ACC00011,CUST0009,Transfer,Savings,FutureFund,-752.6,Standing Order,Online,True,False,12353.83
TXN0002185,2025-03-28,ACC00012,CUST0010,Transfer,Savings,FutureFund,-563.71,Standing Order,Online,True,False,-395.06
TXN0002186,2025-03-28,ACC00015,CUST0012,Transfer,Savings,FutureFund,-224.8,Standing Order,Online,True,False,15549.89
TXN0002187,2025-03-28,ACC00019,CUST0015,Income,Salary,Employer Payroll,4052.37,Bank Transfer,Online,True,False,13869.38
TXN0002188,2025-03-28,ACC00023,CUST0019,Income,Salary,Employer Payroll,4340.18,Bank Transfer,Online,True,False,12014.07
TXN0002189,2025-03-28,ACC00023,CUST0019,Transfer,Savings,FutureFund,-244.61,Standing Order,Online,True,False,11769.46
TXN0002190,2025-03-28,ACC00024,CUST0019,Income,Salary,Employer Payroll,3625.81,Bank Transfer,Online,True,False,15788.46
TXN0002191,2025-03-28,ACC00024,CUST0019,Transfer,Savings,FutureFund,-439.2,Standing Order,Online,True,False,15349.26
TXN0002192,2025-03-28,ACC00025,CUST0020,Expense,Groceries,DailyBasket,-92.63,Credit Card,London,False,False,8293.06
TXN0002193,2025-03-28,ACC00029,CUST0023,Income,Salary,Employer Payroll,2342.88,Bank Transfer,Online,True,False,10813.55
TXN0002194,2025-03-28,ACC00031,CUST0025,Income,Salary,Employer Payroll,3042.97,Bank Transfer,Online,True,False,5977.51
TXN0002195,2025-03-28,ACC00037,CUST0030,Income,Salary,Employer Payroll,4215.91,Bank Transfer,Online,True,False,15190.39
TXN0002196,2025-03-28,ACC00045,CUST0037,Expense,Transport,RideLoop,-26.11,Credit Card,Bristol,False,False,8743.24
TXN0002197,2025-03-28,ACC00046,CUST0038,Transfer,Savings,FutureFund,-747.46,Standing Order,Online,True,False,-5052.52
TXN0002198,2025-03-28,ACC00051,CUST0043,Income,Salary,Employer Payroll,4845.79,Bank Transfer,Online,True,False,16862.54
TXN0002199,2025-03-28,ACC00053,CUST0044,Transfer,Savings,FutureFund,-275.77,Standing Order,Online,True,False,8242.96
TXN0002200,2025-03-28,ACC00053,CUST0044,Refund,Refunds,Service Refund,225.23,Debit Card,Cardiff,False,False,8468.19
TXN0002201,2025-03-28,ACC00055,CUST0046,Transfer,Savings,FutureFund,-287.01,Standing Order,Online,True,False,5304.34
TXN0002202,2025-03-28,ACC00060,CUST0049,Expense,Dining,LunchLane,-53.86,Debit Card,Bristol,False,False,1712.11
TXN0002203,2025-03-28,ACC00062,CUST0051,Transfer,Savings,FutureFund,-851.63,Standing Order,Online,True,False,-2021.65
TXN0002204,2025-03-28,ACC00067,CUST0055,Income,Salary,Employer Payroll,2318.66,Bank Transfer,Online,True,False,4268.61
TXN0002205,2025-03-28,ACC00068,CUST0056,Transfer,Savings,FutureFund,-159.54,Standing Order,Online,True,False,15087.79
TXN0002206,2025-03-28,ACC00072,CUST0060,Transfer,Savings,FutureFund,-578.71,Standing Order,Online,True,False,11347.48
TXN0002207,2025-03-28,ACC00074,CUST0061,Income,Salary,Employer Payroll,2913.48,Bank Transfer,Online,True,False,6568.16
TXN0002208,2025-03-28,ACC00086,CUST0071,Income,Salary,Employer Payroll,4218.75,Bank Transfer,Online,True,False,9341.11
TXN0002209,2025-03-28,ACC00086,CUST0071,Transfer,Savings,FutureFund,-279.67,Standing Order,Online,True,False,9061.44
TXN0002210,2025-03-28,ACC00096,CUST0078,Transfer,Savings,FutureFund,-533.14,Standing Order,Online,True,False,-4258.4
TXN0002211,2025-03-28,ACC00097,CUST0079,Transfer,Savings,FutureFund,-338.38,Standing Order,Online,True,False,15058.02
TXN0002212,2025-03-28,ACC00098,CUST0080,Income,Salary,Employer Payroll,3764.05,Bank Transfer,Online,True,False,12337.73
TXN0002213,2025-03-28,ACC00103,CUST0084,Transfer,Savings,FutureFund,-262.72,Standing Order,Online,True,False,11076.36
TXN0002214,2025-03-28,ACC00106,CUST0086,Transfer,Savings,FutureFund,-711.23,Standing Order,Online,True,False,18816.27
TXN0002215,2025-03-28,ACC00108,CUST0088,Income,Salary,Employer Payroll,2778.94,Bank Transfer,Online,True,False,4897.91
TXN0002216,2025-03-28,ACC00111,CUST0090,Transfer,Savings,FutureFund,-208.07,Standing Order,Online,True,False,734.11
TXN0002217,2025-03-28,ACC00114,CUST0093,Transfer,Savings,FutureFund,-317.13,Standing Order,Online,True,False,-5262.79
TXN0002218,2025-03-28,ACC00121,CUST0098,Income,Salary,Employer Payroll,2745.11,Bank Transfer,Online,True,False,4421.88
TXN0002219,2025-03-28,ACC00126,CUST0101,Income,Salary,Employer Payroll,4679.72,Bank Transfer,Online,True,False,17142.02
TXN0002220,2025-03-28,ACC00129,CUST0103,Income,Salary,Employer Payroll,4689.38,Bank Transfer,Online,True,False,16316.45
TXN0002221,2025-03-28,ACC00130,CUST0104,Income,Salary,Employer Payroll,3996.6,Bank Transfer,Online,True,False,14781.75
TXN0002222,2025-03-28,ACC00135,CUST0107,Transfer,Savings,FutureFund,-546.01,Standing Order,Online,True,False,2724.9
TXN0002223,2025-03-28,ACC00137,CUST0109,Income,Salary,Employer Payroll,4580.22,Bank Transfer,Online,True,False,16287.86
TXN0002224,2025-03-28,ACC00140,CUST0111,Income,Salary,Employer Payroll,3920.44,Bank Transfer,Online,True,False,12364.77
TXN0002225,2025-03-28,ACC00146,CUST0117,Income,Salary,Employer Payroll,3788.32,Bank Transfer,Online,True,False,11496.01
TXN0002226,2025-03-28,ACC00148,CUST0119,Expense,Shopping,ShopHub,-250.72,Credit Card,Bristol,False,False,13304.08
TXN0002227,2025-03-29,ACC00095,CUST0077,Expense,Dining,BistroBox,-107.95,Debit Card,Bristol,False,False,3069.1
TXN0002228,2025-03-29,ACC00100,CUST0081,Expense,Transport,QuickFuel,-16.0,Cash Withdrawal,Edinburgh,False,False,17648.38
TXN0002229,2025-03-29,ACC00108,CUST0088,Expense,Dining,BistroBox,-39.09,Debit Card,Leeds,False,False,4858.82
TXN0002230,2025-03-29,ACC00117,CUST0095,Expense,Entertainment,StreamPlus,-56.25,Mobile Wallet,Edinburgh,False,False,12104.65
TXN0002231,2025-03-29,ACC00141,CUST0112,Expense,Dining,CafeSquare,-86.1,Debit Card,Birmingham,False,False,5503.42
TXN0002232,2025-03-30,ACC00038,CUST0031,Expense,Dining,LunchLane,-27.79,Debit Card,Glasgow,False,False,-5842.99
TXN0002233,2025-03-31,ACC00033,CUST0027,Expense,Groceries,FreshMart,-101.23,Credit Card,Edinburgh,False,False,8834.8
TXN0002234,2025-03-31,ACC00096,CUST0078,Expense,Utilities,WaterWorks,-60.21,Bank Transfer,Bristol,False,False,-4318.61
TXN0002235,2025-03-31,ACC00143,CUST0114,Expense,Dining,BistroBox,-110.79,Debit Card,Edinburgh,False,False,15744.78
TXN0002236,2025-03-31,ACC00148,CUST0119,Expense,Transport,RideLoop,-38.48,Mobile Wallet,London,False,False,13265.6
TXN0002237,2025-04-01,ACC00009,CUST0007,Expense,Transport,RideLoop,-82.18,Debit Card,Bristol,False,False,11856.31
TXN0002238,2025-04-01,ACC00014,CUST0011,Expense,Rent,CityRent,-1973.25,Direct Debit,Glasgow,True,False,6631.36
TXN0002239,2025-04-01,ACC00022,CUST0018,Expense,Rent,CityRent,-1920.97,Direct Debit,Liverpool,True,False,-5799.58
TXN0002240,2025-04-01,ACC00025,CUST0020,Expense,Rent,CityRent,-1910.67,Direct Debit,Manchester,True,False,6382.39
TXN0002241,2025-04-01,ACC00031,CUST0025,Expense,Rent,CityRent,-1087.26,Direct Debit,London,True,False,4890.25
TXN0002242,2025-04-01,ACC00034,CUST0028,Expense,Rent,CityRent,-1276.57,Direct Debit,Leeds,True,False,7922.59
TXN0002243,2025-04-01,ACC00045,CUST0037,Expense,Rent,CityRent,-1683.86,Direct Debit,Leeds,True,False,7059.38
TXN0002244,2025-04-01,ACC00053,CUST0044,Expense,Rent,CityRent,-1163.2,Direct Debit,Cardiff,True,False,7304.99
TXN0002245,2025-04-01,ACC00058,CUST0048,Expense,Rent,CityRent,-1641.05,Direct Debit,Glasgow,True,False,11194.4
TXN0002246,2025-04-01,ACC00061,CUST0050,Expense,Rent,CityRent,-1829.14,Direct Debit,Edinburgh,True,False,-150.52
TXN0002247,2025-04-01,ACC00068,CUST0056,Expense,Rent,CityRent,-956.39,Direct Debit,Glasgow,True,False,14131.4
TXN0002248,2025-04-01,ACC00081,CUST0067,Expense,Rent,CityRent,-1935.21,Direct Debit,London,True,False,-855.44
TXN0002249,2025-04-01,ACC00086,CUST0071,Expense,Rent,CityRent,-1402.31,Direct Debit,London,True,False,7659.13
TXN0002250,2025-04-01,ACC00093,CUST0076,Expense,Rent,CityRent,-2081.61,Direct Debit,Edinburgh,True,False,3224.04
TXN0002251,2025-04-01,ACC00094,CUST0077,Expense,Rent,CityRent,-866.81,Direct Debit,London,True,False,5762.89
TXN0002252,2025-04-01,ACC00097,CUST0079,Expense,Dining,LunchLane,-103.4,Credit Card,Online,False,False,14954.62
TXN0002253,2025-04-01,ACC00101,CUST0082,Expense,Rent,CityRent,-1764.4,Direct Debit,Leeds,True,False,7115.45
TXN0002254,2025-04-01,ACC00102,CUST0083,Expense,Shopping,StyleMarket,-326.07,Debit Card,Leeds,False,False,5834.74
TXN0002255,2025-04-01,ACC00104,CUST0085,Expense,Rent,CityRent,-1280.6,Direct Debit,Liverpool,True,False,-1935.71
TXN0002256,2025-04-01,ACC00108,CUST0088,Expense,Rent,CityRent,-1654.84,Direct Debit,Liverpool,True,False,3203.98
TXN0002257,2025-04-01,ACC00113,CUST0092,Expense,Rent,CityRent,-1005.24,Direct Debit,Cardiff,True,False,6426.24
TXN0002258,2025-04-01,ACC00117,CUST0095,Expense,Shopping,StyleMarket,-106.63,Debit Card,Bristol,False,False,11998.02
TXN0002259,2025-04-01,ACC00119,CUST0096,Expense,Rent,CityRent,-1586.47,Direct Debit,Liverpool,True,False,4478.34
TXN0002260,2025-04-01,ACC00121,CUST0098,Expense,Rent,CityRent,-1723.37,Direct Debit,Manchester,True,False,2698.51
TXN0002261,2025-04-01,ACC00135,CUST0107,Expense,Rent,CityRent,-989.06,Direct Debit,Leeds,True,False,1735.84
TXN0002262,2025-04-01,ACC00138,CUST0110,Expense,Rent,CityRent,-1292.12,Direct Debit,Liverpool,True,False,8819.15
TXN0002263,2025-04-01,ACC00142,CUST0113,Expense,Rent,CityRent,-1595.62,Direct Debit,London,True,False,7938.5
TXN0002264,2025-04-02,ACC00002,CUST0002,Expense,Rent,CityRent,-918.92,Direct Debit,Bristol,True,False,9481.94
TXN0002265,2025-04-02,ACC00005,CUST0004,Expense,Rent,CityRent,-875.05,Direct Debit,Edinburgh,True,False,7942.31
TXN0002266,2025-04-02,ACC00007,CUST0006,Expense,Rent,CityRent,-1036.37,Direct Debit,Edinburgh,True,False,7306.45
TXN0002267,2025-04-02,ACC00018,CUST0014,Expense,Rent,CityRent,-1196.26,Direct Debit,Leeds,True,False,-5760.39
TXN0002268,2025-04-02,ACC00020,CUST0016,Expense,Rent,CityRent,-1501.65,Direct Debit,Bristol,True,False,-3427.94
TXN0002269,2025-04-02,ACC00027,CUST0022,Expense,Rent,CityRent,-896.39,Direct Debit,Liverpool,True,False,7525.3
TXN0002270,2025-04-02,ACC00032,CUST0026,Expense,Groceries,DailyBasket,-333.54,Debit Card,Manchester,False,True,6490.44
TXN0002271,2025-04-02,ACC00033,CUST0027,Expense,Rent,CityRent,-1272.51,Direct Debit,Birmingham,True,False,7562.29
TXN0002272,2025-04-02,ACC00036,CUST0029,Expense,Rent,CityRent,-1164.72,Direct Debit,Leeds,True,False,11380.42
TXN0002273,2025-04-02,ACC00038,CUST0031,Expense,Rent,CityRent,-1102.95,Direct Debit,Leeds,True,False,-6945.94
TXN0002274,2025-04-02,ACC00039,CUST0031,Expense,Rent,CityRent,-1373.43,Direct Debit,Leeds,True,False,3826.57
TXN0002275,2025-04-02,ACC00050,CUST0042,Expense,Rent,CityRent,-1617.93,Direct Debit,London,True,False,5402.19
TXN0002276,2025-04-02,ACC00051,CUST0043,Expense,Rent,CityRent,-1365.65,Direct Debit,Liverpool,True,False,15496.89
TXN0002277,2025-04-02,ACC00054,CUST0045,Expense,Rent,CityRent,-1776.21,Direct Debit,Birmingham,True,False,-4290.72
TXN0002278,2025-04-02,ACC00055,CUST0046,Expense,Rent,CityRent,-1845.04,Direct Debit,Cardiff,True,False,3459.3
TXN0002279,2025-04-02,ACC00055,CUST0046,Expense,Transport,RideLoop,-66.47,Credit Card,Bristol,False,False,3392.83
TXN0002280,2025-04-02,ACC00055,CUST0046,Expense,Transport,QuickFuel,-126.17,Debit Card,Bristol,False,False,3266.66
TXN0002281,2025-04-02,ACC00062,CUST0051,Expense,Rent,CityRent,-1903.75,Direct Debit,Manchester,True,False,-3925.4
TXN0002282,2025-04-02,ACC00066,CUST0054,Expense,Rent,CityRent,-1092.05,Direct Debit,Edinburgh,True,False,-4578.61
TXN0002283,2025-04-02,ACC00074,CUST0061,Expense,Rent,CityRent,-1583.07,Direct Debit,Birmingham,True,False,4985.09
TXN0002284,2025-04-02,ACC00078,CUST0065,Expense,Rent,CityRent,-1425.09,Direct Debit,Edinburgh,True,False,1124.18
TXN0002285,2025-04-02,ACC00102,CUST0083,Expense,Rent,CityRent,-1777.33,Direct Debit,Glasgow,True,False,4057.41
TXN0002286,2025-04-02,ACC00103,CUST0084,Expense,Rent,CityRent,-1699.88,Direct Debit,Birmingham,True,False,9376.48
TXN0002287,2025-04-02,ACC00105,CUST0085,Expense,Rent,CityRent,-1280.93,Direct Debit,Liverpool,True,False,1899.69
TXN0002288,2025-04-02,ACC00122,CUST0099,Expense,Dining,BistroBox,-376.95,Debit Card,Liverpool,False,True,4675.26
TXN0002289,2025-04-02,ACC00137,CUST0109,Expense,Rent,CityRent,-1256.3,Direct Debit,Cardiff,True,False,15031.56
TXN0002290,2025-04-02,ACC00146,CUST0117,Expense,Rent,CityRent,-1154.22,Direct Debit,Liverpool,True,False,10341.79
TXN0002291,2025-04-02,ACC00147,CUST0118,Expense,Rent,CityRent,-1676.24,Direct Debit,Edinburgh,True,False,11487.5
TXN0002292,2025-04-02,ACC00148,CUST0119,Expense,Rent,CityRent,-1851.92,Direct Debit,Edinburgh,True,False,11413.68
TXN0002293,2025-04-03,ACC00005,CUST0004,Expense,Healthcare,GymCore,-24.39,Direct Debit,Edinburgh,True,False,7917.92
TXN0002294,2025-04-03,ACC00008,CUST0007,Expense,Healthcare,GymCore,-66.15,Direct Debit,London,True,False,14432.24
TXN0002295,2025-04-03,ACC00010,CUST0008,Expense,Rent,CityRent,-1318.91,Direct Debit,Glasgow,True,False,6889.99
TXN0002296,2025-04-03,ACC00012,CUST0010,Expense,Rent,CityRent,-931.69,Direct Debit,Edinburgh,True,False,-1326.75
TXN0002297,2025-04-03,ACC00014,CUST0011,Expense,Healthcare,GymCore,-71.44,Direct Debit,Glasgow,True,False,6559.92
TXN0002298,2025-04-03,ACC00019,CUST0015,Expense,Rent,CityRent,-1762.29,Direct Debit,Cardiff,True,False,12107.09
TXN0002299,2025-04-03,ACC00020,CUST0016,Expense,Healthcare,GymCore,-32.9,Direct Debit,Bristol,True,False,-3460.84
TXN0002300,2025-04-03,ACC00030,CUST0024,Expense,Rent,CityRent,-1684.3,Direct Debit,Glasgow,True,False,-2148.05
TXN0002301,2025-04-03,ACC00032,CUST0026,Expense,Healthcare,GymCore,-60.34,Direct Debit,Cardiff,True,False,6430.1
TXN0002302,2025-04-03,ACC00039,CUST0031,Expense,Healthcare,GymCore,-35.19,Direct Debit,Leeds,True,False,3791.38
TXN0002303,2025-04-03,ACC00048,CUST0040,Expense,Healthcare,GymCore,-31.05,Direct Debit,Edinburgh,True,False,11593.29
TXN0002304,2025-04-03,ACC00049,CUST0041,Expense,Rent,CityRent,-1014.01,Direct Debit,London,True,False,-808.01
TXN0002305,2025-04-03,ACC00052,CUST0043,Expense,Rent,CityRent,-1110.4,Direct Debit,Liverpool,True,False,7321.8
TXN0002306,2025-04-03,ACC00053,CUST0044,Expense,Shopping,StyleMarket,-369.97,Debit Card,Edinburgh,False,False,6935.02
TXN0002307,2025-04-03,ACC00061,CUST0050,Expense,Transport,MetroTravel,-22.1,Mobile Wallet,Glasgow,False,False,-172.62
TXN0002308,2025-04-03,ACC00064,CUST0052,Expense,Rent,CityRent,-1390.28,Direct Debit,Edinburgh,True,False,5022.84
TXN0002309,2025-04-03,ACC00064,CUST0052,Expense,Healthcare,HealthFirst,-234.26,Debit Card,Liverpool,False,False,4788.58
TXN0002310,2025-04-03,ACC00071,CUST0059,Expense,Rent,CityRent,-1302.73,Direct Debit,Birmingham,True,False,13489.3
TXN0002311,2025-04-03,ACC00072,CUST0060,Expense,Rent,CityRent,-1806.13,Direct Debit,Cardiff,True,False,9541.35
TXN0002312,2025-04-03,ACC00073,CUST0060,Expense,Rent,CityRent,-1101.09,Direct Debit,Cardiff,True,False,10028.41
TXN0002313,2025-04-03,ACC00076,CUST0063,Expense,Healthcare,GymCore,-48.54,Direct Debit,Edinburgh,True,False,10986.73
TXN0002314,2025-04-03,ACC00085,CUST0070,Expense,Rent,CityRent,-1135.8,Direct Debit,Bristol,True,False,-4792.53
TXN0002315,2025-04-03,ACC00092,CUST0076,Expense,Healthcare,GymCore,-40.39,Direct Debit,Edinburgh,True,False,13342.42
TXN0002316,2025-04-03,ACC00096,CUST0078,Expense,Rent,CityRent,-1244.67,Direct Debit,Bristol,True,False,-5563.28
TXN0002317,2025-04-03,ACC00097,CUST0079,Expense,Rent,CityRent,-1283.85,Direct Debit,Liverpool,True,False,13670.77
TXN0002318,2025-04-03,ACC00097,CUST0079,Expense,Transport,RideLoop,-40.66,Cash Withdrawal,Liverpool,False,False,13630.11
TXN0002319,2025-04-03,ACC00100,CUST0081,Expense,Groceries,DailyBasket,-86.99,Debit Card,Glasgow,False,False,17561.39
TXN0002320,2025-04-03,ACC00101,CUST0082,Expense,Healthcare,GymCore,-53.03,Direct Debit,Leeds,True,False,7062.42
TXN0002321,2025-04-03,ACC00107,CUST0087,Expense,Rent,CityRent,-914.37,Direct Debit,Bristol,True,False,13504.82
